name,pos,tags
galion,PN,"lotr,character,fiction"
gamling,PN,"lotr,character,fiction"
gandalf,PN,"lotr,character,fiction"
ghân-buri-ghân,PN,"lotr,character,fiction"
gil-galad,PN,"lotr,character,fiction"
gilmith,PN,"lotr,character,fiction"
gilraen,PN,"lotr,character,fiction"
samwise gamgee,PN,"lotr,character,fiction"
frodo gamgee,PN,"lotr,character,fiction"
halfast gamgee,PN,"lotr,character,fiction"
hamfast gamgee,PN,"lotr,character,fiction"
samwise gamgee,PN,"lotr,character,fiction"
gimilkhâd,PN,"lotr,character,fiction"
gimli,PN,"lotr,character,fiction"
girion,PN,"lotr,character,fiction"
glaurung,PN,"lotr,character,fiction"
glorfindel,PN,"lotr,character,fiction"
glóin,PN,"lotr,character,fiction"
"glóin, king of durin's folk",PN,"lotr,character,fiction"
glóredhel,PN,"lotr,character,fiction"
harry goatleaf,PN,"lotr,character,fiction"
goldberry,PN,"lotr,character,fiction"
goldwine,PN,"lotr,character,fiction"
hanna goldworthy,PN,"lotr,character,fiction"
gollum,PN,"lotr,character,fiction"
gorbag,PN,"lotr,character,fiction"
gorkil,PN,"lotr,character,fiction"
gorlim,PN,"lotr,character,fiction"
gothmog,PN,"lotr,character,fiction"
gothmog (lieutenant of morgul),PN,"lotr,character,fiction"
gram,PN,"lotr,character,fiction"
grimbeorn,PN,"lotr,character,fiction"
grimbold,PN,"lotr,character,fiction"
grishnákh,PN,"lotr,character,fiction"
grór,PN,"lotr,character,fiction"
guthlaf,PN,"lotr,character,fiction"
gwindor,PN,"lotr,character,fiction"
gwaihir,PN,"lotr,character,fiction"
gálmód,PN,"lotr,character,fiction"
hadhod,PN,"lotr,character,fiction"
hador,PN,"lotr,character,fiction"
hador (steward),PN,"lotr,character,fiction"
halbarad,PN,"lotr,character,fiction"
haldad,PN,"lotr,character,fiction"
haldar,PN,"lotr,character,fiction"
haldir,PN,"lotr,character,fiction"
haleth (son of háma),PN,"lotr,character,fiction"
hallacar,PN,"lotr,character,fiction"
hallas (steward),PN,"lotr,character,fiction"
halmir,PN,"lotr,character,fiction"
harding,PN,"lotr,character,fiction"
hareth,PN,"lotr,character,fiction"
helm hammerhand,PN,"lotr,character,fiction"
herion,PN,"lotr,character,fiction"
herucalmo,PN,"lotr,character,fiction"
herumor,PN,"lotr,character,fiction"
hirgon,PN,"lotr,character,fiction"
fréaláf hildeson,PN,"lotr,character,fiction"
horn,PN,"lotr,character,fiction"
tobias hornblower,PN,"lotr,character,fiction"
tobold hornblower,PN,"lotr,character,fiction"
huan,PN,"lotr,character,fiction"
hunthor,PN,"lotr,character,fiction"
hyarmendacil i,PN,"lotr,character,fiction"
hyarmendacil ii,PN,"lotr,character,fiction"
háma,PN,"lotr,character,fiction"
húrin,PN,"lotr,character,fiction"
húrin i,PN,"lotr,character,fiction"
húrin ii,PN,"lotr,character,fiction"
ibûn,PN,"lotr,character,fiction"
idril,PN,"lotr,character,fiction"
imin,PN,"lotr,character,fiction"
imrahil,PN,"lotr,character,fiction"
indis,PN,"lotr,character,fiction"
ingwion,PN,"lotr,character,fiction"
ingwë,PN,"lotr,character,fiction"
inzilbêth,PN,"lotr,character,fiction"
iorlas,PN,"lotr,character,fiction"
irmo,PN,"lotr,character,fiction"
isildur,PN,"lotr,character,fiction"
isilmo,PN,"lotr,character,fiction"
ivorwen,PN,"lotr,character,fiction"
khamûl,PN,"lotr,character,fiction"
khîm,PN,"lotr,character,fiction"
kíli,PN,"lotr,character,fiction"
legolas,PN,"lotr,character,fiction"
lenwë,PN,"lotr,character,fiction"
lindo,PN,"lotr,character,fiction"
lindórië,PN,"lotr,character,fiction"
lorgan,PN,"lotr,character,fiction"
lothíriel,PN,"lotr,character,fiction"
lugdush,PN,"lotr,character,fiction"
léod,PN,"lotr,character,fiction"
brytta léofa,PN,"lotr,character,fiction"
lúthien,PN,"lotr,character,fiction"
mablung,PN,"lotr,character,fiction"
mablung the ranger,PN,"lotr,character,fiction"
maedhros,PN,"lotr,character,fiction"
maeglin,PN,"lotr,character,fiction"
maglor,PN,"lotr,character,fiction"
farmer maggot,PN,"lotr,character,fiction"
mahtan,PN,"lotr,character,fiction"
mahud,PN,"lotr,character,fiction"
mahúr,PN,"lotr,character,fiction"
mairen,PN,"lotr,character,fiction"
malach,PN,"lotr,character,fiction"
mallor,PN,"lotr,character,fiction"
malvegil,PN,"lotr,character,fiction"
man in the moon,PN,"lotr,character,fiction"
mandos,PN,"lotr,character,fiction"
marach,PN,"lotr,character,fiction"
marcho,PN,"lotr,character,fiction"
marhari,PN,"lotr,character,fiction"
marhwini,PN,"lotr,character,fiction"
master of laketown,PN,"lotr,character,fiction"
melian,PN,"lotr,character,fiction"
melkor,PN,"lotr,character,fiction"
meneldil,PN,"lotr,character,fiction"
meneldor,PN,"lotr,character,fiction"
minardil,PN,"lotr,character,fiction"
minastan,PN,"lotr,character,fiction"
mithrellas,PN,"lotr,character,fiction"
morwen,PN,"lotr,character,fiction"
the moth,PN,"lotr,character,fiction"
mouth of sauron,PN,"lotr,character,fiction"
muzgash,PN,"lotr,character,fiction"
míriel,PN,"lotr,character,fiction"
mîm,PN,"lotr,character,fiction"
narmacil i,PN,"lotr,character,fiction"
narmacil ii,PN,"lotr,character,fiction"
nellas,PN,"lotr,character,fiction"
nerdanel,PN,"lotr,character,fiction"
nessa,PN,"lotr,character,fiction"
nienna,PN,"lotr,character,fiction"
nimloth (elf),PN,"lotr,character,fiction"
niënor,PN,"lotr,character,fiction"
nob,PN,"lotr,character,fiction"
náin i,PN,"lotr,character,fiction"
númendil,PN,"lotr,character,fiction"
olwë,PN,"lotr,character,fiction"
ondoher,PN,"lotr,character,fiction"
orchaldor,PN,"lotr,character,fiction"
orcobal,PN,"lotr,character,fiction"
ori,PN,"lotr,character,fiction"
orodreth,PN,"lotr,character,fiction"
orodreth (steward),PN,"lotr,character,fiction"
oromë,PN,"lotr,character,fiction"
oropher,PN,"lotr,character,fiction"
orophin,PN,"lotr,character,fiction"
ossë,PN,"lotr,character,fiction"
ostoher,PN,"lotr,character,fiction"
pallando,PN,"lotr,character,fiction"
pelendur,PN,"lotr,character,fiction"
pengolodh,PN,"lotr,character,fiction"
odo proudfoot,PN,"lotr,character,fiction"
pippin,PN,"lotr,character,fiction"
radagast,PN,"lotr,character,fiction"
river-woman,PN,"lotr,character,fiction"
rogash,PN,"lotr,character,fiction"
roäc,PN,"lotr,character,fiction"
ruffian leader,PN,"lotr,character,fiction"
rumil,PN,"lotr,character,fiction"
rómendacil i,PN,"lotr,character,fiction"
rómendacil ii,PN,"lotr,character,fiction"
andwise roper,PN,"lotr,character,fiction"
rúmil,PN,"lotr,character,fiction"
lobelia sackville-baggins,PN,"lotr,character,fiction"
lotho sackville-baggins,PN,"lotr,character,fiction"
sador,PN,"lotr,character,fiction"
saeros,PN,"lotr,character,fiction"
salmar,PN,"lotr,character,fiction"
saruman,PN,"lotr,character,fiction"
sauron,PN,"lotr,character,fiction"
shadowfax,PN,"lotr,character,fiction"
shagrat,PN,"lotr,character,fiction"
shelob,PN,"lotr,character,fiction"
silmariën,PN,"lotr,character,fiction"
siriondil,PN,"lotr,character,fiction"
smaug,PN,"lotr,character,fiction"
sméagol,PN,"lotr,character,fiction"
soronto,PN,"lotr,character,fiction"
squint-eyed southerner,PN,"lotr,character,fiction"
morwen steelsheen,PN,"lotr,character,fiction"
robin smallburrow,PN,"lotr,character,fiction"
tar-alcarin,PN,"lotr,character,fiction"
tar-aldarion,PN,"lotr,character,fiction"
tar-amandil,PN,"lotr,character,fiction"
tar-ancalimon,PN,"lotr,character,fiction"
tar-ancalimë,PN,"lotr,character,fiction"
tar-anárion,PN,"lotr,character,fiction"
tar-ardamin,PN,"lotr,character,fiction"
tar-atanamir,PN,"lotr,character,fiction"
tar-calmacil,PN,"lotr,character,fiction"
tar-ciryatan,PN,"lotr,character,fiction"
tar-elendil,PN,"lotr,character,fiction"
tar-meneldur,PN,"lotr,character,fiction"
tar-minastir,PN,"lotr,character,fiction"
tar-míriel,PN,"lotr,character,fiction"
tar-palantir,PN,"lotr,character,fiction"
tar-súrion,PN,"lotr,character,fiction"
tar-telemmaitë,PN,"lotr,character,fiction"
tar-telperiën,PN,"lotr,character,fiction"
tar-vanimeldë,PN,"lotr,character,fiction"
tarannon falastur,PN,"lotr,character,fiction"
tarcil,PN,"lotr,character,fiction"
targon,PN,"lotr,character,fiction"
tarondor,PN,"lotr,character,fiction"
tata,PN,"lotr,character,fiction"
telemnar,PN,"lotr,character,fiction"
telumehtar,PN,"lotr,character,fiction"
tevildo,PN,"lotr,character,fiction"
thengel,PN,"lotr,character,fiction"
thingol,PN,"lotr,character,fiction"
thorin i,PN,"lotr,character,fiction"
thorin ii oakenshield,PN,"lotr,character,fiction"
thorin iii stonehelm,PN,"lotr,character,fiction"
thorondir,PN,"lotr,character,fiction"
thorondor,PN,"lotr,character,fiction"
thranduil,PN,"lotr,character,fiction"
thráin i,PN,"lotr,character,fiction"
thráin ii,PN,"lotr,character,fiction"
thrór,PN,"lotr,character,fiction"
théoden,PN,"lotr,character,fiction"
théodred,PN,"lotr,character,fiction"
tilion,PN,"lotr,character,fiction"
"tom, bert, and william",PN,"lotr,character,fiction"
tom bombadil,PN,"lotr,character,fiction"
adalgrim took,PN,"lotr,character,fiction"
bullroarer took,PN,"lotr,character,fiction"
adelard took,PN,"lotr,character,fiction"
goldilocks (gardner) took,PN,"lotr,character,fiction"
peregrin took,PN,"lotr,character,fiction"
esmeralda took,PN,"lotr,character,fiction"
pimpernel took,PN,"lotr,character,fiction"
treebeard,PN,"lotr,character,fiction"
tulkas,PN,"lotr,character,fiction"
tuor,PN,"lotr,character,fiction"
turambar,PN,"lotr,character,fiction"
turgon,PN,"lotr,character,fiction"
turgon (steward),PN,"lotr,character,fiction"
two watchers,PN,"lotr,character,fiction"
túrin i,PN,"lotr,character,fiction"
túrin ii,PN,"lotr,character,fiction"
túrin turambar,PN,"lotr,character,fiction"
daddy twofoot,PN,"lotr,character,fiction"
ulbar,PN,"lotr,character,fiction"
uglúk,PN,"lotr,character,fiction"
uinen,PN,"lotr,character,fiction"
uldor,PN,"lotr,character,fiction"
ulfang,PN,"lotr,character,fiction"
ulfast,PN,"lotr,character,fiction"
ulmo,PN,"lotr,character,fiction"
ulrad,PN,"lotr,character,fiction"
ulwarth,PN,"lotr,character,fiction"
ungoliant,PN,"lotr,character,fiction"
vairë,PN,"lotr,character,fiction"
valacar,PN,"lotr,character,fiction"
valandil,PN,"lotr,character,fiction"
valandil of andúnië,PN,"lotr,character,fiction"
varda,PN,"lotr,character,fiction"
vardamir nólimon,PN,"lotr,character,fiction"
vidugavia,PN,"lotr,character,fiction"
vidumavi,PN,"lotr,character,fiction"
vorondil the hunter,PN,"lotr,character,fiction"
voronwë,PN,"lotr,character,fiction"
vána,PN,"lotr,character,fiction"
vëantur,PN,"lotr,character,fiction"
walda,PN,"lotr,character,fiction"
wife of barach,PN,"lotr,character,fiction"
witch-king of angmar,PN,"lotr,character,fiction"
wulf,PN,"lotr,character,fiction"
yavanna,PN,"lotr,character,fiction"
zamîn,PN,"lotr,character,fiction"
ælfwine,PN,"lotr,character,fiction"
îbal,PN,"lotr,character,fiction"
"óin, king of durin's folk",PN,"lotr,character,fiction"
óin,PN,"lotr,character,fiction"
acantha,PN,"mythology,character,fiction"
achilles,PN,"mythology,character,fiction"
achilleus,PN,"mythology,character,fiction"
adad,PN,"mythology,character,fiction"
aditi,PN,"mythology,character,fiction"
aditya,PN,"mythology,character,fiction"
adonis,PN,"mythology,character,fiction"
adrastea,PN,"mythology,character,fiction"
adrasteia,PN,"mythology,character,fiction"
adrastos,PN,"mythology,character,fiction"
áed,PN,"mythology,character,fiction"
áedán,PN,"mythology,character,fiction"
aegle,PN,"mythology,character,fiction"
aella,PN,"mythology,character,fiction"
aeneas,PN,"mythology,character,fiction"
aeolus,PN,"mythology,character,fiction"
aeron,PN,"mythology,character,fiction"
aeson,PN,"mythology,character,fiction"
agamemnon,PN,"mythology,character,fiction"
agaue,PN,"mythology,character,fiction"
aglaea,PN,"mythology,character,fiction"
aglaia,PN,"mythology,character,fiction"
agni,PN,"mythology,character,fiction"
agrona,PN,"mythology,character,fiction"
ahriman,PN,"mythology,character,fiction"
ahti,PN,"mythology,character,fiction"
ahura mazda,PN,"mythology,character,fiction"
aias,PN,"mythology,character,fiction"
aigle,PN,"mythology,character,fiction"
ailill,PN,"mythology,character,fiction"
aineias,PN,"mythology,character,fiction"
aino,PN,"mythology,character,fiction"
aiolos,PN,"mythology,character,fiction"
ajax,PN,"mythology,character,fiction"
akantha,PN,"mythology,character,fiction"
alberic,PN,"mythology,character,fiction"
alberich,PN,"mythology,character,fiction"
alcides,PN,"mythology,character,fiction"
alcippe,PN,"mythology,character,fiction"
alcyone,PN,"mythology,character,fiction"
alecto,PN,"mythology,character,fiction"
alekto,PN,"mythology,character,fiction"
alexander,PN,"mythology,character,fiction"
alexandra,PN,"mythology,character,fiction"
alexandros,PN,"mythology,character,fiction"
alf,PN,"mythology,character,fiction"
alfr,PN,"mythology,character,fiction"
alkeides,PN,"mythology,character,fiction"
alkippe,PN,"mythology,character,fiction"
alkyone,PN,"mythology,character,fiction"
althea,PN,"mythology,character,fiction"
alvis,PN,"mythology,character,fiction"
amalthea,PN,"mythology,character,fiction"
amaterasu,PN,"mythology,character,fiction"
amen,PN,"mythology,character,fiction"
ameretat,PN,"mythology,character,fiction"
amirani,PN,"mythology,character,fiction"
ammon,PN,"mythology,character,fiction"
amon,PN,"mythology,character,fiction"
amon-ra,PN,"mythology,character,fiction"
amor,PN,"mythology,character,fiction"
amordad,PN,"mythology,character,fiction"
amulius,PN,"mythology,character,fiction"
amun,PN,"mythology,character,fiction"
amurdad,PN,"mythology,character,fiction"
an,PN,"mythology,character,fiction"
anahit,PN,"mythology,character,fiction"
anahita,PN,"mythology,character,fiction"
anaitis,PN,"mythology,character,fiction"
ananta,PN,"mythology,character,fiction"
anapa,PN,"mythology,character,fiction"
anat,PN,"mythology,character,fiction"
anath,PN,"mythology,character,fiction"
anatu,PN,"mythology,character,fiction"
andraste,PN,"mythology,character,fiction"
andromache,PN,"mythology,character,fiction"
andromeda,PN,"mythology,character,fiction"
angerona,PN,"mythology,character,fiction"
angharad,PN,"mythology,character,fiction"
angra mainyu,PN,"mythology,character,fiction"
anil,PN,"mythology,character,fiction"
aniruddha,PN,"mythology,character,fiction"
anoubis,PN,"mythology,character,fiction"
anthea,PN,"mythology,character,fiction"
antheia,PN,"mythology,character,fiction"
antigone,PN,"mythology,character,fiction"
antiope,PN,"mythology,character,fiction"
anu,PN,"mythology,character,fiction"
anubis,PN,"mythology,character,fiction"
aodh,PN,"mythology,character,fiction"
aodhán,PN,"mythology,character,fiction"
aoede,PN,"mythology,character,fiction"
aoide,PN,"mythology,character,fiction"
aoife,PN,"mythology,character,fiction"
aonghus,PN,"mythology,character,fiction"
aphrodite,PN,"mythology,character,fiction"
apollo,PN,"mythology,character,fiction"
apollon,PN,"mythology,character,fiction"
ara,PN,"mythology,character,fiction"
arachne,PN,"mythology,character,fiction"
aramazd,PN,"mythology,character,fiction"
aranrhod,PN,"mythology,character,fiction"
arash,PN,"mythology,character,fiction"
arawn,PN,"mythology,character,fiction"
ares,PN,"mythology,character,fiction"
arethousa,PN,"mythology,character,fiction"
arethusa,PN,"mythology,character,fiction"
argus,PN,"mythology,character,fiction"
ariadne,PN,"mythology,character,fiction"
arianrhod,PN,"mythology,character,fiction"
aries,PN,"mythology,character,fiction"
aristaeus,PN,"mythology,character,fiction"
aristaios,PN,"mythology,character,fiction"
aristodemos,PN,"mythology,character,fiction"
arjuna,PN,"mythology,character,fiction"
armazi,PN,"mythology,character,fiction"
artemis,PN,"mythology,character,fiction"
arthur,PN,"mythology,character,fiction"
aruna,PN,"mythology,character,fiction"
arundhati,PN,"mythology,character,fiction"
asar,PN,"mythology,character,fiction"
asherah,PN,"mythology,character,fiction"
ashtad,PN,"mythology,character,fiction"
'ashtoret,PN,"mythology,character,fiction"
ashtoreth,PN,"mythology,character,fiction"
ask,PN,"mythology,character,fiction"
asklepios,PN,"mythology,character,fiction"
askr,PN,"mythology,character,fiction"
astarte,PN,"mythology,character,fiction"
astraea,PN,"mythology,character,fiction"
astraia,PN,"mythology,character,fiction"
atalanta,PN,"mythology,character,fiction"
atem,PN,"mythology,character,fiction"
aten,PN,"mythology,character,fiction"
athena,PN,"mythology,character,fiction"
athene,PN,"mythology,character,fiction"
atlas,PN,"mythology,character,fiction"
aton,PN,"mythology,character,fiction"
atropos,PN,"mythology,character,fiction"
atum,PN,"mythology,character,fiction"
aurora,PN,"mythology,character,fiction"
austėja,PN,"mythology,character,fiction"
azrael,PN,"mythology,character,fiction"
ba'al,PN,"mythology,character,fiction"
baal,PN,"mythology,character,fiction"
bacchus,PN,"mythology,character,fiction"
bahman,PN,"mythology,character,fiction"
bahram,PN,"mythology,character,fiction"
bala,PN,"mythology,character,fiction"
baladeva,PN,"mythology,character,fiction"
balder,PN,"mythology,character,fiction"
baldr,PN,"mythology,character,fiction"
baltazar,PN,"mythology,character,fiction"
balthasar,PN,"mythology,character,fiction"
balthazar,PN,"mythology,character,fiction"
barlaam,PN,"mythology,character,fiction"
bast,PN,"mythology,character,fiction"
bastet,PN,"mythology,character,fiction"
batraz,PN,"mythology,character,fiction"
bébinn,PN,"mythology,character,fiction"
bedivere,PN,"mythology,character,fiction"
bedwyr,PN,"mythology,character,fiction"
belenos,PN,"mythology,character,fiction"
belenus,PN,"mythology,character,fiction"
beli,PN,"mythology,character,fiction"
belial,PN,"mythology,character,fiction"
bellona,PN,"mythology,character,fiction"
beowulf,PN,"mythology,character,fiction"
bharata,PN,"mythology,character,fiction"
bhaskara,PN,"mythology,character,fiction"
bhima,PN,"mythology,character,fiction"
bhumi,PN,"mythology,character,fiction"
bile,PN,"mythology,character,fiction"
bláthnat,PN,"mythology,character,fiction"
blodeuwedd,PN,"mythology,character,fiction"
borghild,PN,"mythology,character,fiction"
borghildr,PN,"mythology,character,fiction"
brahma,PN,"mythology,character,fiction"
brân,PN,"mythology,character,fiction"
bran,PN,"mythology,character,fiction"
bran,PN,"mythology,character,fiction"
branwen,PN,"mythology,character,fiction"
bridget,PN,"mythology,character,fiction"
brighid,PN,"mythology,character,fiction"
brigid,PN,"mythology,character,fiction"
brigit,PN,"mythology,character,fiction"
brijesha,PN,"mythology,character,fiction"
briseis,PN,"mythology,character,fiction"
brontes,PN,"mythology,character,fiction"
brünhild,PN,"mythology,character,fiction"
brunhild,PN,"mythology,character,fiction"
brynhildr,PN,"mythology,character,fiction"
byelobog,PN,"mythology,character,fiction"
cáel,PN,"mythology,character,fiction"
cai,PN,"mythology,character,fiction"
calliope,PN,"mythology,character,fiction"
callisto,PN,"mythology,character,fiction"
calypso,PN,"mythology,character,fiction"
camilla,PN,"mythology,character,fiction"
cardea,PN,"mythology,character,fiction"
carme,PN,"mythology,character,fiction"
caspar,PN,"mythology,character,fiction"
cassandra,PN,"mythology,character,fiction"
cassiopea,PN,"mythology,character,fiction"
cassiopeia,PN,"mythology,character,fiction"
castor,PN,"mythology,character,fiction"
céibhfhionn,PN,"mythology,character,fiction"
cephalus,PN,"mythology,character,fiction"
cepheus,PN,"mythology,character,fiction"
cerberus,PN,"mythology,character,fiction"
ceres,PN,"mythology,character,fiction"
cernunnos,PN,"mythology,character,fiction"
chalchiuhticue,PN,"mythology,character,fiction"
chandra,PN,"mythology,character,fiction"
charon,PN,"mythology,character,fiction"
chernobog,PN,"mythology,character,fiction"
chi,PN,"mythology,character,fiction"
chloe,PN,"mythology,character,fiction"
chloris,PN,"mythology,character,fiction"
chryseis,PN,"mythology,character,fiction"
chryses,PN,"mythology,character,fiction"
chukwu,PN,"mythology,character,fiction"
cian,PN,"mythology,character,fiction"
circe,PN,"mythology,character,fiction"
clídna,PN,"mythology,character,fiction"
clio,PN,"mythology,character,fiction"
clíodhna,PN,"mythology,character,fiction"
clotho,PN,"mythology,character,fiction"
clytemnestra,PN,"mythology,character,fiction"
clytia,PN,"mythology,character,fiction"
coeus,PN,"mythology,character,fiction"
conall,PN,"mythology,character,fiction"
conchobhar,PN,"mythology,character,fiction"
conchúr,PN,"mythology,character,fiction"
concordia,PN,"mythology,character,fiction"
conlaoch,PN,"mythology,character,fiction"
connla,PN,"mythology,character,fiction"
conor,PN,"mythology,character,fiction"
consus,PN,"mythology,character,fiction"
cora,PN,"mythology,character,fiction"
crius,PN,"mythology,character,fiction"
cronus,PN,"mythology,character,fiction"
cúchulainn,PN,"mythology,character,fiction"
culhwch,PN,"mythology,character,fiction"
cupid,PN,"mythology,character,fiction"
cybele,PN,"mythology,character,fiction"
cynthia,PN,"mythology,character,fiction"
daedalus,PN,"mythology,character,fiction"
dagan,PN,"mythology,character,fiction"
dagda,PN,"mythology,character,fiction"
dagon,PN,"mythology,character,fiction"
dáire,PN,"mythology,character,fiction"
daireann,PN,"mythology,character,fiction"
dalia,PN,"mythology,character,fiction"
damayanti,PN,"mythology,character,fiction"
damocles,PN,"mythology,character,fiction"
damodara,PN,"mythology,character,fiction"
damokles,PN,"mythology,character,fiction"
damon,PN,"mythology,character,fiction"
danaë,PN,"mythology,character,fiction"
daphne,PN,"mythology,character,fiction"
dardanos,PN,"mythology,character,fiction"
dazbog,PN,"mythology,character,fiction"
dazhdbog,PN,"mythology,character,fiction"
deimos,PN,"mythology,character,fiction"
deirdre,PN,"mythology,character,fiction"
delia,PN,"mythology,character,fiction"
demeter,PN,"mythology,character,fiction"
derdriu,PN,"mythology,character,fiction"
despoina,PN,"mythology,character,fiction"
devaraja,PN,"mythology,character,fiction"
devi,PN,"mythology,character,fiction"
diana,PN,"mythology,character,fiction"
diarmaid,PN,"mythology,character,fiction"
diarmait,PN,"mythology,character,fiction"
diarmuid,PN,"mythology,character,fiction"
dido,PN,"mythology,character,fiction"
dike,PN,"mythology,character,fiction"
dilipa,PN,"mythology,character,fiction"
diomedes,PN,"mythology,character,fiction"
dione,PN,"mythology,character,fiction"
dionysos,PN,"mythology,character,fiction"
dionysus,PN,"mythology,character,fiction"
dipaka,PN,"mythology,character,fiction"
dismas,PN,"mythology,character,fiction"
djehuti,PN,"mythology,character,fiction"
doireann,PN,"mythology,character,fiction"
doirend,PN,"mythology,character,fiction"
donar,PN,"mythology,character,fiction"
doris,PN,"mythology,character,fiction"
draupadi,PN,"mythology,character,fiction"
drupada,PN,"mythology,character,fiction"
durga,PN,"mythology,character,fiction"
dwyn,PN,"mythology,character,fiction"
dylan,PN,"mythology,character,fiction"
ea,PN,"mythology,character,fiction"
éber,PN,"mythology,character,fiction"
echo,PN,"mythology,character,fiction"
éibhear,PN,"mythology,character,fiction"
eigyr,PN,"mythology,character,fiction"
solrock,PN,"pokemon,character,fiction"
litten,PN,"pokemon,character,fiction"
granbull,PN,"pokemon,character,fiction"
noctowl,PN,"pokemon,character,fiction"
espurr,PN,"pokemon,character,fiction"
delphox,PN,"pokemon,character,fiction"
meowth,PN,"pokemon,character,fiction"
emboar,PN,"pokemon,character,fiction"
turtonator,PN,"pokemon,character,fiction"
lopunny,PN,"pokemon,character,fiction"
oricorio,PN,"pokemon,character,fiction"
dewgong,PN,"pokemon,character,fiction"
girafarig,PN,"pokemon,character,fiction"
linoone,PN,"pokemon,character,fiction"
arcanine,PN,"pokemon,character,fiction"
kricketune,PN,"pokemon,character,fiction"
haxorus,PN,"pokemon,character,fiction"
kyurem,PN,"pokemon,character,fiction"
klinklang,PN,"pokemon,character,fiction"
drowzee,PN,"pokemon,character,fiction"
mienfoo,PN,"pokemon,character,fiction"
ledyba,PN,"pokemon,character,fiction"
combee,PN,"pokemon,character,fiction"
marowak,PN,"pokemon,character,fiction"
krokorok,PN,"pokemon,character,fiction"
reshiram,PN,"pokemon,character,fiction"
clauncher,PN,"pokemon,character,fiction"
ducklett,PN,"pokemon,character,fiction"
leafeon,PN,"pokemon,character,fiction"
dodrio,PN,"pokemon,character,fiction"
tangrowth,PN,"pokemon,character,fiction"
bouffalant,PN,"pokemon,character,fiction"
terrakion,PN,"pokemon,character,fiction"
sudowoodo,PN,"pokemon,character,fiction"
golduck,PN,"pokemon,character,fiction"
deoxys,PN,"pokemon,character,fiction"
smeargle,PN,"pokemon,character,fiction"
corsola,PN,"pokemon,character,fiction"
flabébé,PN,"pokemon,character,fiction"
swoobat,PN,"pokemon,character,fiction"
croagunk,PN,"pokemon,character,fiction"
archeops,PN,"pokemon,character,fiction"
slowbro,PN,"pokemon,character,fiction"
yungoos,PN,"pokemon,character,fiction"
shedinja,PN,"pokemon,character,fiction"
samurott,PN,"pokemon,character,fiction"
spinda,PN,"pokemon,character,fiction"
landorus,PN,"pokemon,character,fiction"
dedenne,PN,"pokemon,character,fiction"
dusknoir,PN,"pokemon,character,fiction"
gumshoos,PN,"pokemon,character,fiction"
sandshrew,PN,"pokemon,character,fiction"
blitzle,PN,"pokemon,character,fiction"
audino,PN,"pokemon,character,fiction"
ho-oh,PN,"pokemon,character,fiction"
pignite,PN,"pokemon,character,fiction"
klink,PN,"pokemon,character,fiction"
entei,PN,"pokemon,character,fiction"
popplio,PN,"pokemon,character,fiction"
vileplume,PN,"pokemon,character,fiction"
gastrodon,PN,"pokemon,character,fiction"
chatot,PN,"pokemon,character,fiction"
spearow,PN,"pokemon,character,fiction"
glameow,PN,"pokemon,character,fiction"
wishiwashi,PN,"pokemon,character,fiction"
clawitzer,PN,"pokemon,character,fiction"
lickilicky,PN,"pokemon,character,fiction"
regigigas,PN,"pokemon,character,fiction"
octillery,PN,"pokemon,character,fiction"
kabuto,PN,"pokemon,character,fiction"
pachirisu,PN,"pokemon,character,fiction"
gogoat,PN,"pokemon,character,fiction"
grovyle,PN,"pokemon,character,fiction"
goldeen,PN,"pokemon,character,fiction"
inkay,PN,"pokemon,character,fiction"
grotle,PN,"pokemon,character,fiction"
hydreigon,PN,"pokemon,character,fiction"
vespiquen,PN,"pokemon,character,fiction"
wormadam,PN,"pokemon,character,fiction"
taillow,PN,"pokemon,character,fiction"
ribombee,PN,"pokemon,character,fiction"
frogadier,PN,"pokemon,character,fiction"
vaporeon,PN,"pokemon,character,fiction"
barbaracle,PN,"pokemon,character,fiction"
skitty,PN,"pokemon,character,fiction"
lumineon,PN,"pokemon,character,fiction"
seel,PN,"pokemon,character,fiction"
vigoroth,PN,"pokemon,character,fiction"
unfezant,PN,"pokemon,character,fiction"
absol,PN,"pokemon,character,fiction"
pidgeot,PN,"pokemon,character,fiction"
walrein,PN,"pokemon,character,fiction"
deerling,PN,"pokemon,character,fiction"
salandit,PN,"pokemon,character,fiction"
beartic,PN,"pokemon,character,fiction"
aegislash,PN,"pokemon,character,fiction"
snorlax,PN,"pokemon,character,fiction"
burmy,PN,"pokemon,character,fiction"
houndour,PN,"pokemon,character,fiction"
giratina,PN,"pokemon,character,fiction"
duosion,PN,"pokemon,character,fiction"
parasect,PN,"pokemon,character,fiction"
shuppet,PN,"pokemon,character,fiction"
cutiefly,PN,"pokemon,character,fiction"
lurantis,PN,"pokemon,character,fiction"
oranguru,PN,"pokemon,character,fiction"
jumpluff,PN,"pokemon,character,fiction"
omastar,PN,"pokemon,character,fiction"
palkia,PN,"pokemon,character,fiction"
mewtwo,PN,"pokemon,character,fiction"
shellos,PN,"pokemon,character,fiction"
gastly,PN,"pokemon,character,fiction"
beheeyem,PN,"pokemon,character,fiction"
tyrogue,PN,"pokemon,character,fiction"
gloom,PN,"pokemon,character,fiction"
latios,PN,"pokemon,character,fiction"
brionne,PN,"pokemon,character,fiction"
riolu,PN,"pokemon,character,fiction"
seaking,PN,"pokemon,character,fiction"
porygon,PN,"pokemon,character,fiction"
